n,method,x,y,z,verified,d,a,b,n_mod_4,n_mod_8,n_mod_12,n_mod_24,n_mod_60,n_mod_120,n_mod_840
672,formula_even,336,672,672,True,,,,0,0,0,0,12,72,672
673,general_key_d_7,170,57205,22882,True,7,8,20,1,1,1,1,13,73,673
674,formula_even,337,674,674,True,,,,2,2,2,2,14,74,674
675,formula_divisible_by_3,225,1350,1350,True,,,,3,3,3,3,15,75,675
676,formula_even,338,676,676,True,,,,0,4,4,4,16,76,676
677,general_key_d_3,170,230180,46036,True,3,2,10,1,5,5,5,17,77,677
678,formula_even,339,678,678,True,,,,2,6,6,6,18,78,678
679,formula_3_mod_4,170,230860,230860,True,,,,3,7,7,7,19,79,679
680,formula_even,340,680,680,True,,,,0,0,8,8,20,80,680
681,formula_divisible_by_3,227,1362,1362,True,,,,1,1,9,9,21,81,681
682,formula_even,341,682,682,True,,,,2,2,10,10,22,82,682
683,formula_3_mod_4,171,233586,233586,True,,,,3,3,11,11,23,83,683
684,formula_even,342,684,684,True,,,,0,4,0,12,24,84,684
685,general_key_d_3,172,235640,47128,True,3,2,10,1,5,1,13,25,85,685
686,formula_even,343,686,686,True,,,,2,6,2,14,26,86,686
687,formula_divisible_by_3,229,1374,1374,True,,,,3,7,3,15,27,87,687
688,formula_even,344,688,688,True,,,,0,0,4,16,28,88,688
689,general_key_d_7,174,239772,18444,True,7,2,26,1,1,5,17,29,89,689
690,formula_even,345,690,690,True,,,,2,2,6,18,30,90,690
691,formula_3_mod_4,173,239086,239086,True,,,,3,3,7,19,31,91,691
692,formula_even,346,692,692,True,,,,0,4,8,20,32,92,692
693,formula_divisible_by_3,231,1386,1386,True,,,,1,5,9,21,33,93,693
694,formula_even,347,694,694,True,,,,2,6,10,22,34,94,694
695,formula_3_mod_4,174,241860,241860,True,,,,3,7,11,23,35,95,695
696,formula_even,348,696,696,True,,,,0,0,0,0,36,96,696
697,general_key_d_3,175,243950,48790,True,3,2,10,1,1,1,1,37,97,697
698,formula_even,349,698,698,True,,,,2,2,2,2,38,98,698
699,formula_divisible_by_3,233,1398,1398,True,,,,3,3,3,3,39,99,699
700,formula_even,350,700,700,True,,,,0,4,4,4,40,100,700
701,general_key_d_3,176,493504,44864,True,3,1,11,1,5,5,5,41,101,701
702,formula_even,351,702,702,True,,,,2,6,6,6,42,102,702
703,formula_3_mod_4,176,247456,247456,True,,,,3,7,7,7,43,103,703
704,formula_even,352,704,704,True,,,,0,0,8,8,44,104,704
705,formula_divisible_by_3,235,1410,1410,True,,,,1,1,9,9,45,105,705
706,formula_even,353,706,706,True,,,,2,2,10,10,46,106,706
707,formula_3_mod_4,177,250278,250278,True,,,,3,3,11,11,47,107,707
708,formula_even,354,708,708,True,,,,0,4,0,12,48,108,708
709,general_key_d_3,178,126202,63101,True,3,4,8,1,5,1,13,49,109,709
710,formula_even,355,710,710,True,,,,2,6,2,14,50,110,710
711,formula_divisible_by_3,237,1422,1422,True,,,,3,7,3,15,51,111,711
712,formula_even,356,712,712,True,,,,0,0,4,16,52,112,712
713,general_key_d_7,180,128340,21390,True,7,4,24,1,1,5,17,53,113,713
714,formula_even,357,714,714,True,,,,2,2,6,18,54,114,714
715,formula_3_mod_4,179,255970,255970,True,,,,3,3,7,19,55,115,715
716,formula_even,358,716,716,True,,,,0,4,8,20,56,116,716
717,formula_divisible_by_3,239,1434,1434,True,,,,1,5,9,21,57,117,717
718,formula_even,359,718,718,True,,,,2,6,10,22,58,118,718
719,formula_3_mod_4,180,258840,258840,True,,,,3,7,11,23,59,119,719
720,formula_even,360,720,720,True,,,,0,0,0,0,0,0,720
721,general_key_d_7,182,262444,20188,True,7,2,26,1,1,1,1,1,1,721
722,formula_even,361,722,722,True,,,,2,2,2,2,2,2,722
723,formula_divisible_by_3,241,1446,1446,True,,,,3,3,3,3,3,3,723
724,formula_even,362,724,724,True,,,,0,4,4,4,4,4,724
725,general_key_d_3,182,263900,52780,True,3,2,10,1,5,5,5,5,5,725
726,formula_even,363,726,726,True,,,,2,6,6,6,6,6,726
727,formula_3_mod_4,182,264628,264628,True,,,,3,7,7,7,7,7,727
728,formula_even,364,728,728,True,,,,0,0,8,8,8,8,728
729,formula_divisible_by_3,243,1458,1458,True,,,,1,1,9,9,9,9,729
730,formula_even,365,730,730,True,,,,2,2,10,10,10,10,730
731,formula_3_mod_4,183,267546,267546,True,,,,3,3,11,11,11,11,731
732,formula_even,366,732,732,True,,,,0,4,0,12,12,12,732
733,general_key_d_3,184,134872,67436,True,3,4,8,1,5,1,13,13,13,733
734,formula_even,367,734,734,True,,,,2,6,2,14,14,14,734
735,formula_divisible_by_3,245,1470,1470,True,,,,3,7,3,15,15,15,735
736,formula_even,368,736,736,True,,,,0,0,4,16,16,16,736
737,general_key_d_3,185,545380,49580,True,3,1,11,1,1,5,17,17,17,737
738,formula_even,369,738,738,True,,,,2,2,6,18,18,18,738
739,formula_3_mod_4,185,273430,273430,True,,,,3,3,7,19,19,19,739
740,formula_even,370,740,740,True,,,,0,4,8,20,20,20,740
741,formula_divisible_by_3,247,1482,1482,True,,,,1,5,9,21,21,21,741
742,formula_even,371,742,742,True,,,,2,6,10,22,22,22,742
743,formula_3_mod_4,186,276396,276396,True,,,,3,7,11,23,23,23,743
744,formula_even,372,744,744,True,,,,0,0,0,0,24,24,744
745,general_key_d_3,187,557260,50660,True,3,1,11,1,1,1,1,25,25,745
746,formula_even,373,746,746,True,,,,2,2,2,2,26,26,746
747,formula_divisible_by_3,249,1494,1494,True,,,,3,3,3,3,27,27,747
748,formula_even,374,748,748,True,,,,0,4,4,4,28,28,748
749,general_key_d_3,188,140812,70406,True,3,4,8,1,5,5,5,29,29,749
750,formula_even,375,750,750,True,,,,2,6,6,6,30,30,750
751,formula_3_mod_4,188,282376,282376,True,,,,3,7,7,7,31,31,751
752,formula_even,376,752,752,True,,,,0,0,8,8,32,32,752
753,formula_divisible_by_3,251,1506,1506,True,,,,1,1,9,9,33,33,753
754,formula_even,377,754,754,True,,,,2,2,10,10,34,34,754
755,formula_3_mod_4,189,285390,285390,True,,,,3,3,11,11,35,35,755
756,formula_even,378,756,756,True,,,,0,4,0,12,36,36,756
757,general_key_d_3,190,287660,57532,True,3,2,10,1,5,1,13,37,37,757
758,formula_even,379,758,758,True,,,,2,6,2,14,38,38,758
759,formula_divisible_by_3,253,1518,1518,True,,,,3,7,3,15,39,39,759
760,formula_even,380,760,760,True,,,,0,0,4,16,40,40,760
761,general_key_d_7,192,146112,24352,True,7,4,24,1,1,5,17,41,41,761
762,formula_even,381,762,762,True,,,,2,2,6,18,42,42,762
763,formula_3_mod_4,191,291466,291466,True,,,,3,3,7,19,43,43,763
764,formula_even,382,764,764,True,,,,0,4,8,20,44,44,764
765,formula_divisible_by_3,255,1530,1530,True,,,,1,5,9,21,45,45,765
766,formula_even,383,766,766,True,,,,2,6,10,22,46,46,766
767,formula_3_mod_4,192,294528,294528,True,,,,3,7,11,23,47,47,767
768,formula_even,384,768,768,True,,,,0,0,0,0,48,48,768
769,general_key_d_11,195,119964,15380,True,11,5,39,1,1,1,1,49,49,769
770,formula_even,385,770,770,True,,,,2,2,2,2,50,50,770
771,formula_divisible_by_3,257,1542,1542,True,,,,3,3,3,3,51,51,771
772,formula_even,386,772,772,True,,,,0,4,4,4,52,52,772
773,general_key_d_3,194,149962,74981,True,3,4,8,1,5,5,5,53,53,773
774,formula_even,387,774,774,True,,,,2,6,6,6,54,54,774
775,formula_3_mod_4,194,300700,300700,True,,,,3,7,7,7,55,55,775
776,formula_even,388,776,776,True,,,,0,0,8,8,56,56,776
777,formula_divisible_by_3,259,1554,1554,True,,,,1,1,9,9,57,57,777
778,formula_even,389,778,778,True,,,,2,2,10,10,58,58,778
779,formula_3_mod_4,195,303810,303810,True,,,,3,3,11,11,59,59,779
780,formula_even,390,780,780,True,,,,0,4,0,12,0,60,780
781,general_key_d_3,196,612304,55664,True,3,1,11,1,5,1,13,1,61,781
782,formula_even,391,782,782,True,,,,2,6,2,14,2,62,782
783,formula_divisible_by_3,261,1566,1566,True,,,,3,7,3,15,3,63,783
784,formula_even,392,784,784,True,,,,0,0,4,16,4,64,784
785,general_key_d_3,197,309290,61858,True,3,2,10,1,1,5,17,5,65,785
786,formula_even,393,786,786,True,,,,2,2,6,18,6,66,786
787,formula_3_mod_4,197,310078,310078,True,,,,3,3,7,19,7,67,787
788,formula_even,394,788,788,True,,,,0,4,8,20,8,68,788
789,formula_divisible_by_3,263,1578,1578,True,,,,1,5,9,21,9,69,789
790,formula_even,395,790,790,True,,,,2,6,10,22,10,70,790
791,formula_3_mod_4,198,313236,313236,True,,,,3,7,11,23,11,71,791
792,formula_even,396,792,792,True,,,,0,0,0,0,12,72,792
793,general_key_d_7,200,317200,24400,True,7,2,26,1,1,1,1,13,73,793
794,formula_even,397,794,794,True,,,,2,2,2,2,14,74,794
795,formula_divisible_by_3,265,1590,1590,True,,,,3,3,3,3,15,75,795
796,formula_even,398,796,796,True,,,,0,4,4,4,16,76,796
797,general_key_d_3,200,318800,63760,True,3,2,10,1,5,5,5,17,77,797
798,formula_even,399,798,798,True,,,,2,6,6,6,18,78,798
799,formula_3_mod_4,200,319600,319600,True,,,,3,7,7,7,19,79,799
800,formula_even,400,800,800,True,,,,0,0,8,8,20,80,800
801,formula_divisible_by_3,267,1602,1602,True,,,,1,1,9,9,21,81,801
802,formula_even,401,802,802,True,,,,2,2,10,10,22,82,802
803,formula_3_mod_4,201,322806,322806,True,,,,3,3,11,11,23,83,803
804,formula_even,402,804,804,True,,,,0,4,0,12,24,84,804
805,general_key_d_3,202,325220,65044,True,3,2,10,1,5,1,13,25,85,805
806,formula_even,403,806,806,True,,,,2,6,2,14,26,86,806
807,formula_divisible_by_3,269,1614,1614,True,,,,3,7,3,15,27,87,807
808,formula_even,404,808,808,True,,,,0,0,4,16,28,88,808
809,general_key_d_7,204,165036,27506,True,7,4,24,1,1,5,17,29,89,809
810,formula_even,405,810,810,True,,,,2,2,6,18,30,90,810
811,formula_3_mod_4,203,329266,329266,True,,,,3,3,7,19,31,91,811
812,formula_even,406,812,812,True,,,,0,4,8,20,32,92,812
813,formula_divisible_by_3,271,1626,1626,True,,,,1,5,9,21,33,93,813
814,formula_even,407,814,814,True,,,,2,6,10,22,34,94,814
815,formula_3_mod_4,204,332520,332520,True,,,,3,7,11,23,35,95,815
816,formula_even,408,816,816,True,,,,0,0,0,0,36,96,816
817,general_key_d_3,205,334970,66994,True,3,2,10,1,1,1,1,37,97,817
818,formula_even,409,818,818,True,,,,2,2,2,2,38,98,818
819,formula_divisible_by_3,273,1638,1638,True,,,,3,3,3,3,39,99,819
820,formula_even,410,820,820,True,,,,0,4,4,4,40,100,820
821,general_key_d_3,206,169126,84563,True,3,4,8,1,5,5,5,41,101,821
822,formula_even,411,822,822,True,,,,2,6,6,6,42,102,822
823,formula_3_mod_4,206,339076,339076,True,,,,3,7,7,7,43,103,823
824,formula_even,412,824,824,True,,,,0,0,8,8,44,104,824
825,formula_divisible_by_3,275,1650,1650,True,,,,1,1,9,9,45,105,825
826,formula_even,413,826,826,True,,,,2,2,10,10,46,106,826
827,formula_3_mod_4,207,342378,342378,True,,,,3,3,11,11,47,107,827
828,formula_even,414,828,828,True,,,,0,4,0,12,48,108,828
829,general_key_d_3,208,172432,86216,True,3,4,8,1,5,1,13,49,109,829
830,formula_even,415,830,830,True,,,,2,6,2,14,50,110,830
831,formula_divisible_by_3,277,1662,1662,True,,,,3,7,3,15,51,111,831
832,formula_even,416,832,832,True,,,,0,0,4,16,52,112,832
833,general_key_d_3,209,696388,63308,True,3,1,11,1,1,5,17,53,113,833
834,formula_even,417,834,834,True,,,,2,2,6,18,54,114,834
835,formula_3_mod_4,209,349030,349030,True,,,,3,3,7,19,55,115,835
836,formula_even,418,836,836,True,,,,0,4,8,20,56,116,836
837,formula_divisible_by_3,279,1674,1674,True,,,,1,5,9,21,57,117,837
838,formula_even,419,838,838,True,,,,2,6,10,22,58,118,838
839,formula_3_mod_4,210,352380,352380,True,,,,3,7,11,23,59,119,839
840,formula_even,420,840,840,True,,,,0,0,0,0,0,0,0
841,general_key_d_15,214,359948,12412,True,15,2,58,1,1,1,1,1,1,1
842,formula_even,421,842,842,True,,,,2,2,2,2,2,2,2
843,formula_divisible_by_3,281,1686,1686,True,,,,3,3,3,3,3,3,3
844,formula_even,422,844,844,True,,,,0,4,4,4,4,4,4
845,general_key_d_3,212,358280,71656,True,3,2,10,1,5,5,5,5,5,5
846,formula_even,423,846,846,True,,,,2,6,6,6,6,6,6
847,formula_3_mod_4,212,359128,359128,True,,,,3,7,7,7,7,7,7
848,formula_even,424,848,848,True,,,,0,0,8,8,8,8,8
849,formula_divisible_by_3,283,1698,1698,True,,,,1,1,9,9,9,9,9
850,formula_even,425,850,850,True,,,,2,2,10,10,10,10,10
851,formula_3_mod_4,213,362526,362526,True,,,,3,3,11,11,11,11,11
852,formula_even,426,852,852,True,,,,0,4,0,12,12,12,12
853,general_key_d_3,214,182542,91271,True,3,4,8,1,5,1,13,13,13,13
854,formula_even,427,854,854,True,,,,2,6,2,14,14,14,14
855,formula_divisible_by_3,285,1710,1710,True,,,,3,7,3,15,15,15,15
856,formula_even,428,856,856,True,,,,0,0,4,16,16,16,16
857,general_key_d_3,215,368510,73702,True,3,2,10,1,1,5,17,17,17,17
858,formula_even,429,858,858,True,,,,2,2,6,18,18,18,18
859,formula_3_mod_4,215,369370,369370,True,,,,3,3,7,19,19,19,19
860,formula_even,430,860,860,True,,,,0,4,8,20,20,20,20
861,formula_divisible_by_3,287,1722,1722,True,,,,1,5,9,21,21,21,21
862,formula_even,431,862,862,True,,,,2,6,10,22,22,22,22
863,formula_3_mod_4,216,372816,372816,True,,,,3,7,11,23,23,23,23
864,formula_even,432,864,864,True,,,,0,0,0,0,24,24,24
865,general_key_d_3,217,375410,75082,True,3,2,10,1,1,1,1,25,25,25
866,formula_even,433,866,866,True,,,,2,2,2,2,26,26,26
867,formula_divisible_by_3,289,1734,1734,True,,,,3,3,3,3,27,27,27
868,formula_even,434,868,868,True,,,,0,4,4,4,28,28,28
869,general_key_d_3,218,757768,68888,True,3,1,11,1,5,5,5,29,29,29
870,formula_even,435,870,870,True,,,,2,6,6,6,30,30,30
871,formula_3_mod_4,218,379756,379756,True,,,,3,7,7,7,31,31,31
872,formula_even,436,872,872,True,,,,0,0,8,8,32,32,32
873,formula_divisible_by_3,291,1746,1746,True,,,,1,1,9,9,33,33,33
874,formula_even,437,874,874,True,,,,2,2,10,10,34,34,34
875,formula_3_mod_4,219,383250,383250,True,,,,3,3,11,11,35,35,35
876,formula_even,438,876,876,True,,,,0,4,0,12,36,36,36
877,general_key_d_3,220,771760,70160,True,3,1,11,1,5,1,13,37,37,37
878,formula_even,439,878,878,True,,,,2,6,2,14,38,38,38
879,formula_divisible_by_3,293,1758,1758,True,,,,3,7,3,15,39,39,39
880,formula_even,440,880,880,True,,,,0,0,4,16,40,40,40
881,general_key_d_7,222,195582,32597,True,7,4,24,1,1,5,17,41,41,41
882,formula_even,441,882,882,True,,,,2,2,6,18,42,42,42
883,formula_3_mod_4,221,390286,390286,True,,,,3,3,7,19,43,43,43
884,formula_even,442,884,884,True,,,,0,4,8,20,44,44,44
885,formula_divisible_by_3,295,1770,1770,True,,,,1,5,9,21,45,45,45
886,formula_even,443,886,886,True,,,,2,6,10,22,46,46,46
887,formula_3_mod_4,222,393828,393828,True,,,,3,7,11,23,47,47,47
888,formula_even,444,888,888,True,,,,0,0,0,0,48,48,48
889,general_key_d_7,224,56896,56896,True,7,14,14,1,1,1,1,49,49,49
890,formula_even,445,890,890,True,,,,2,2,2,2,50,50,50
891,formula_divisible_by_3,297,1782,1782,True,,,,3,3,3,3,51,51,51
892,formula_even,446,892,892,True,,,,0,4,4,4,52,52,52
893,general_key_d_3,224,200032,100016,True,3,4,8,1,5,5,5,53,53,53
894,formula_even,447,894,894,True,,,,2,6,6,6,54,54,54
895,formula_3_mod_4,224,400960,400960,True,,,,3,7,7,7,55,55,55
896,formula_even,448,896,896,True,,,,0,0,8,8,56,56,56
897,formula_divisible_by_3,299,1794,1794,True,,,,1,1,9,9,57,57,57
898,formula_even,449,898,898,True,,,,2,2,10,10,58,58,58
899,formula_3_mod_4,225,404550,404550,True,,,,3,3,11,11,59,59,59
900,formula_even,450,900,900,True,,,,0,4,0,12,0,60,60
901,general_key_d_3,226,203626,101813,True,3,4,8,1,5,1,13,1,61,61
902,formula_even,451,902,902,True,,,,2,6,2,14,2,62,62
903,formula_divisible_by_3,301,1806,1806,True,,,,3,7,3,15,3,63,63
904,formula_even,452,904,904,True,,,,0,0,4,16,4,64,64
905,general_key_d_3,227,410870,82174,True,3,2,10,1,1,5,17,5,65,65
906,formula_even,453,906,906,True,,,,2,2,6,18,6,66,66
907,formula_3_mod_4,227,411778,411778,True,,,,3,3,7,19,7,67,67
908,formula_even,454,908,908,True,,,,0,4,8,20,8,68,68
909,formula_divisible_by_3,303,1818,1818,True,,,,1,5,9,21,9,69,69
910,formula_even,455,910,910,True,,,,2,6,10,22,10,70,70
911,formula_3_mod_4,228,415416,415416,True,,,,3,7,11,23,11,71,71
912,formula_even,456,912,912,True,,,,0,0,0,0,12,72,72
913,general_key_d_3,229,836308,76028,True,3,1,11,1,1,1,1,13,73,73
914,formula_even,457,914,914,True,,,,2,2,2,2,14,74,74
915,formula_divisible_by_3,305,1830,1830,True,,,,3,3,3,3,15,75,75
916,formula_even,458,916,916,True,,,,0,4,4,4,16,76,76
917,general_key_d_3,230,421820,84364,True,3,2,10,1,5,5,5,17,77,77
918,formula_even,459,918,918,True,,,,2,6,6,6,18,78,78
919,formula_3_mod_4,230,422740,422740,True,,,,3,7,7,7,19,79,79
920,formula_even,460,920,920,True,,,,0,0,8,8,20,80,80
921,formula_divisible_by_3,307,1842,1842,True,,,,1,1,9,9,21,81,81
922,formula_even,461,922,922,True,,,,2,2,10,10,22,82,82
923,formula_3_mod_4,231,426426,426426,True,,,,3,3,11,11,23,83,83
924,formula_even,462,924,924,True,,,,0,4,0,12,24,84,84
925,general_key_d_3,232,429200,85840,True,3,2,10,1,5,1,13,25,85,85
926,formula_even,463,926,926,True,,,,2,6,2,14,26,86,86
927,formula_divisible_by_3,309,1854,1854,True,,,,3,7,3,15,27,87,87
928,formula_even,464,928,928,True,,,,0,0,4,16,28,88,88
929,general_key_d_7,234,434772,33444,True,7,2,26,1,1,5,17,29,89,89
930,formula_even,465,930,930,True,,,,2,2,6,18,30,90,90
931,formula_3_mod_4,233,433846,433846,True,,,,3,3,7,19,31,91,91
932,formula_even,466,932,932,True,,,,0,4,8,20,32,92,92
933,formula_divisible_by_3,311,1866,1866,True,,,,1,5,9,21,33,93,93
934,formula_even,467,934,934,True,,,,2,6,10,22,34,94,94
935,formula_3_mod_4,234,437580,437580,True,,,,3,7,11,23,35,95,95
936,formula_even,468,936,936,True,,,,0,0,0,0,36,96,96
937,general_key_d_3,235,440390,88078,True,3,2,10,1,1,1,1,37,97,97
938,formula_even,469,938,938,True,,,,2,2,2,2,38,98,98
939,formula_divisible_by_3,313,1878,1878,True,,,,3,3,3,3,39,99,99
940,formula_even,470,940,940,True,,,,0,4,4,4,40,100,100
941,general_key_d_3,236,222076,111038,True,3,4,8,1,5,5,5,41,101,101
942,formula_even,471,942,942,True,,,,2,6,6,6,42,102,102
943,formula_3_mod_4,236,445096,445096,True,,,,3,7,7,7,43,103,103
944,formula_even,472,944,944,True,,,,0,0,8,8,44,104,104
945,formula_divisible_by_3,315,1890,1890,True,,,,1,1,9,9,45,105,105
946,formula_even,473,946,946,True,,,,2,2,10,10,46,106,106
947,formula_3_mod_4,237,448878,448878,True,,,,3,3,11,11,47,107,107
948,formula_even,474,948,948,True,,,,0,4,0,12,48,108,108
949,general_key_d_3,238,225862,112931,True,3,4,8,1,5,1,13,49,109,109
950,formula_even,475,950,950,True,,,,2,6,2,14,50,110,110
951,formula_divisible_by_3,317,1902,1902,True,,,,3,7,3,15,51,111,111
952,formula_even,476,952,952,True,,,,0,0,4,16,52,112,112
953,general_key_d_7,240,228720,38120,True,7,4,24,1,1,5,17,53,113,113
954,formula_even,477,954,954,True,,,,2,2,6,18,54,114,114
955,formula_3_mod_4,239,456490,456490,True,,,,3,3,7,19,55,115,115
956,formula_even,478,956,956,True,,,,0,4,8,20,56,116,116
957,formula_divisible_by_3,319,1914,1914,True,,,,1,5,9,21,57,117,117
958,formula_even,479,958,958,True,,,,2,6,10,22,58,118,118
959,formula_3_mod_4,240,460320,460320,True,,,,3,7,11,23,59,119,119
960,formula_even,480,960,960,True,,,,0,0,0,0,0,0,120
961,general_key_d_19,245,67270,15190,True,19,14,62,1,1,1,1,1,1,121
962,formula_even,481,962,962,True,,,,2,2,2,2,2,2,122
963,formula_divisible_by_3,321,1926,1926,True,,,,3,3,3,3,3,3,123
964,formula_even,482,964,964,True,,,,0,4,4,4,4,4,124
965,general_key_d_3,242,934120,84920,True,3,1,11,1,5,5,5,5,5,125
966,formula_even,483,966,966,True,,,,2,6,6,6,6,6,126
967,formula_3_mod_4,242,468028,468028,True,,,,3,7,7,7,7,7,127
968,formula_even,484,968,968,True,,,,0,0,8,8,8,8,128
969,formula_divisible_by_3,323,1938,1938,True,,,,1,1,9,9,9,9,129
970,formula_even,485,970,970,True,,,,2,2,10,10,10,10,130
971,formula_3_mod_4,243,471906,471906,True,,,,3,3,11,11,11,11,131
972,formula_even,486,972,972,True,,,,0,4,0,12,12,12,132
973,general_key_d_3,244,237412,118706,True,3,4,8,1,5,1,13,13,13,133
974,formula_even,487,974,974,True,,,,2,6,2,14,14,14,134
975,formula_divisible_by_3,325,1950,1950,True,,,,3,7,3,15,15,15,135
976,formula_even,488,976,976,True,,,,0,0,4,16,16,16,136
977,general_key_d_3,245,478730,95746,True,3,2,10,1,1,5,17,17,17,137
978,formula_even,489,978,978,True,,,,2,2,6,18,18,18,138
979,formula_3_mod_4,245,479710,479710,True,,,,3,3,7,19,19,19,139
980,formula_even,490,980,980,True,,,,0,4,8,20,20,20,140
981,formula_divisible_by_3,327,1962,1962,True,,,,1,5,9,21,21,21,141
982,formula_even,491,982,982,True,,,,2,6,10,22,22,22,142
983,formula_3_mod_4,246,483636,483636,True,,,,3,7,11,23,23,23,143
984,formula_even,492,984,984,True,,,,0,0,0,0,24,24,144
985,general_key_d_3,247,486590,97318,True,3,2,10,1,1,1,1,25,25,145
986,formula_even,493,986,986,True,,,,2,2,2,2,26,26,146
987,formula_divisible_by_3,329,1974,1974,True,,,,3,3,3,3,27,27,147
988,formula_even,494,988,988,True,,,,0,4,4,4,28,28,148
989,general_key_d_3,248,245272,122636,True,3,4,8,1,5,5,5,29,29,149
990,formula_even,495,990,990,True,,,,2,6,6,6,30,30,150
991,formula_3_mod_4,248,491536,491536,True,,,,3,7,7,7,31,31,151
992,formula_even,496,992,992,True,,,,0,0,8,8,32,32,152
993,formula_divisible_by_3,331,1986,1986,True,,,,1,1,9,9,33,33,153
994,formula_even,497,994,994,True,,,,2,2,10,10,34,34,154
995,formula_3_mod_4,249,495510,495510,True,,,,3,3,11,11,35,35,155
996,formula_even,498,996,996,True,,,,0,4,0,12,36,36,156
997,general_key_d_3,250,498500,99700,True,3,2,10,1,5,1,13,37,37,157
998,formula_even,499,998,998,True,,,,2,6,2,14,38,38,158
999,formula_divisible_by_3,333,1998,1998,True,,,,3,7,3,15,39,39,159
1000,formula_even,500,1000,1000,True,,,,0,0,4,16,40,40,160
